country,designation,points,price,province,region_1,region_2,variety,winery
3,365,94,36.0,8,182,11,53,384
2,4885,94,43.0,2,2,1,2,3316
9,25165,94,100.0,23,130,1,67,7047
5,2,94,545.0,17,333,1,27,1306
5,2,94,1000.0,17,333,1,27,1302
4,10265,94,62.0,5,150,1,88,3719
1,2,94,105.0,28,251,1,15,5760
3,2,94,95.0,8,23,4,5,1317
3,10777,94,55.0,19,178,8,47,775
1,5723,94,65.0,28,251,1,15,5757
3,25166,94,135.0,8,217,1,15,2312
3,2828,94,20.0,19,33,8,4,1199
1,25167,94,75.0,28,251,1,15,9600
5,2,94,85.0,17,236,1,32,6281
3,1972,94,16.0,8,176,6,404,2485
3,1845,94,62.0,8,80,1,5,937
3,2,94,55.0,19,33,8,9,8342
3,2612,94,35.0,8,76,4,5,2593
1,2323,94,70.0,28,350,1,15,786
2,17375,94,60.0,2,2,1,2,762
4,7783,94,243.0,5,398,1,192,4371
5,2,94,50.0,17,62,1,32,6463
5,2,94,100.0,17,334,1,32,7256
3,1138,94,300.0,8,2,3,9,1538
2,5111,85,10.0,84,2,1,318,5183
3,2,85,23.0,8,39,9,11,1512
3,2,85,40.0,8,64,1,5,351
8,2,85,13.0,14,2,1,39,5233
3,2,85,40.0,3,200,15,9,4304
5,2,85,16.0,49,86,1,53,13816
3,17743,85,32.0,3,183,2,11,5568
8,25168,85,16.0,14,2,1,47,1861
3,102,85,8.0,8,39,9,20,4245
8,25169,85,10.0,16,2,1,15,7873
1,25170,84,55.0,28,51,1,29,2171
4,12544,84,10.0,5,230,1,70,834
3,2,84,23.0,8,39,9,4,1512
8,2,84,23.0,101,2,1,5,1512
5,2,84,17.0,38,308,1,15,13817
4,2,84,16.0,5,88,1,62,12376
3,2,84,25.0,8,462,1,30,2368
8,135,84,12.0,69,2,1,39,170
3,2,84,40.0,3,200,15,30,4304
4,631,84,16.0,5,150,1,13,7552
3,3075,84,10.0,8,176,6,87,3009
5,8876,84,18.0,38,72,1,12,6843
2,13485,84,35.3634,24,2,1,39,555
15,25171,84,12.0,135,2,1,187,5280
5,2,84,13.0,38,410,1,32,6077
3,2,84,20.0,8,355,1,5,5809
4,25172,84,35.3634,5,150,1,88,5226
3,2,84,18.0,8,173,11,30,11156
5,25173,84,10.0,38,242,1,118,13818
5,2,84,12.0,38,242,1,316,13819
3,2,84,14.0,8,39,9,5,7833
5,25174,84,35.3634,22,444,1,5,5491
3,9905,84,58.0,8,41,3,9,9979
1,2,84,10.0,44,202,1,1,5871
3,2,84,38.0,8,2,3,11,1990
3,2,84,15.0,8,52,4,16,3066
5,2,84,35.3634,17,194,1,32,13820
2,19660,84,11.0,92,2,1,338,639
3,2,84,12.0,8,39,9,11,9974
3,41,84,39.0,8,170,1,82,1875
3,2,84,27.0,8,706,1,40,4786
3,25175,84,25.0,8,558,1,600,11894
3,25176,84,38.0,8,76,4,11,13821
2,4996,84,8.0,90,2,1,2,12617
5,22324,84,13.0,38,72,1,12,6843
3,2,84,25.0,8,69,1,47,3803
3,2,84,19.0,8,179,1,8,1760
3,6857,84,12.0,8,176,6,40,2099
8,7835,84,10.0,18,2,1,20,353
5,2,84,35.3634,22,247,1,5,1721
3,21341,84,23.0,8,170,1,11,6388
3,4709,84,14.0,8,39,9,5,1754
3,44,83,17.0,8,176,6,40,13822
3,7117,83,13.0,8,39,9,1,5952
3,25177,83,39.0,8,69,1,5,2005
3,2,83,15.0,8,39,9,9,3066
2,9555,83,10.0,24,2,1,39,6010
2,2,83,10.0,24,2,1,2,2948
3,21931,83,11.0,8,39,9,5,8267
3,16044,91,50.0,19,168,8,32,3083
10,18378,91,60.0,82,2,1,20,3655
18,25178,91,65.0,180,570,1,32,5750
10,4211,91,36.0,55,2,1,43,4971
10,4596,91,36.0,55,2,1,4,4971
3,1285,91,36.0,8,104,1,11,5512
3,2,91,45.0,19,168,8,159,1431
3,27,91,40.0,8,16,1,159,1157
18,2,91,25.0,180,570,1,4,13823
3,25179,91,55.0,19,148,8,61,3568
3,25180,91,35.0,19,148,8,70,3568
1,9271,91,35.0,15,310,1,158,7731
5,2141,91,55.0,21,35,1,31,2682
3,916,91,44.0,19,33,8,9,390
10,12350,91,28.0,29,2,1,73,5561
9,44,91,32.0,23,47,1,70,3052
3,16903,91,35.0,8,16,1,44,4735
3,25181,91,50.0,8,76,4,11,7836
3,23721,91,35.0,8,69,1,3,4052
3,174,91,30.0,8,39,9,52,5797
3,25182,91,32.0,19,168,8,32,5321
3,2,91,38.0,8,2,3,47,12130
11,2,91,28.0,210,2,1,11,6287
9,13721,91,85.0,23,47,1,67,214
9,19991,91,85.0,23,47,1,67,214
1,2,91,44.0,32,226,1,48,3109
3,19992,91,65.0,8,80,1,5,1332
3,18722,91,47.0,8,80,1,5,2460
3,19993,91,35.0,8,16,1,94,10895
2,174,89,13.0,2,2,1,54,1643
6,25183,89,50.0,97,2,1,235,5647
4,11802,89,29.0,5,150,1,88,9175
3,25184,89,75.0,8,52,4,15,4000
1,25185,89,17.0,42,77,1,289,200
1,12286,89,35.0,44,593,1,86,529
3,2,89,40.0,8,92,1,11,1033
2,25186,89,45.0,2,2,1,54,2772
2,7167,89,12.0,24,2,1,2,639
1,2,89,22.0,15,262,1,133,1557
3,25187,89,20.0,3,3,2,39,8800
3,25188,89,40.0,3,3,2,47,829
1,23295,89,20.0,42,177,1,87,8602
1,2,89,19.0,42,177,1,57,8602
3,25189,89,35.0,8,104,1,5,4318
1,25190,89,69.0,42,77,1,107,1186
1,25191,89,25.0,77,263,1,182,8315
2,15157,89,35.3634,2,2,1,54,622
1,25192,89,23.0,109,304,1,151,1104
5,544,89,19.0,76,413,1,93,3993
5,25193,89,39.0,76,158,1,93,12326
6,25194,89,38.0,65,2,1,4,1110
3,47,89,24.0,8,176,6,47,9722
3,2,89,14.0,3,200,15,11,2205
1,2,89,43.0,42,77,1,107,253
5,25195,89,16.0,76,158,1,93,397
9,3865,89,42.0,64,207,1,11,4392
3,2,89,24.0,8,92,1,44,1102
5,25196,89,35.3634,76,158,1,93,12684
5,8263,89,32.0,13,382,1,19,2719
8,174,86,35.3634,69,2,1,20,5126
3,2,86,22.0,8,17,4,11,2133
1,2,86,35.3634,28,241,1,29,10512
1,2,86,16.0,28,284,1,15,13824
3,2,86,5.0,8,39,9,16,4934
3,25197,86,32.0,8,39,9,97,5922
5,25198,86,17.0,38,242,1,354,13812
5,2,86,16.0,6,7,1,4,7608
3,2,86,15.0,8,9,1,40,7627
5,2,86,10.0,13,21,1,19,38
1,2,86,22.0,28,284,1,15,5062
3,25199,86,14.0,8,39,9,15,7983
5,2,86,20.0,62,732,1,83,12705
4,25200,86,59.0,56,128,1,82,8188
3,2,86,36.0,19,154,8,552,587
2,9040,86,10.0,36,2,1,2,5829
2,10614,86,15.0,36,2,1,39,5829
3,25201,86,25.0,30,55,10,4,650
3,2,86,30.0,19,178,8,47,12765
3,2,86,15.0,19,33,8,16,8256
5,24445,86,23.0,13,26,1,19,5711
5,25202,86,35.3634,38,242,1,316,4380
5,13343,86,10.0,38,242,1,32,2707
5,25203,86,12.0,38,242,1,354,2707
5,25204,86,14.0,62,434,1,39,13825
3,25205,86,44.0,8,76,4,11,615
4,216,86,35.3634,56,128,1,82,13826
1,2,86,20.0,28,241,1,29,9106
5,4916,86,17.0,62,434,1,39,1544
3,25206,86,28.0,8,23,4,79,2724
3,2,85,25.0,8,2,3,16,1225
8,2,85,11.0,60,2,1,20,11978
5,25207,85,10.0,38,636,1,20,853
9,25208,85,26.0,23,136,1,47,6601
3,2,85,20.0,19,184,8,30,5895
8,25209,85,10.0,60,2,1,1,3863
3,1029,85,25.0,8,95,1,11,12898
5,2,85,12.0,38,381,1,27,916
5,8100,85,11.0,38,96,1,56,1260
1,2,85,13.0,28,51,1,15,12291
3,44,85,15.0,8,39,9,40,7466
3,2,85,12.0,8,16,1,9,2045
8,2,85,10.0,59,2,1,16,8639
2,662,85,30.0,99,2,1,136,6468
3,398,85,40.0,8,23,4,11,13827
3,2,85,33.0,8,64,1,5,2538
3,2,85,10.0,8,9,1,87,13828
3,12390,85,32.0,19,148,8,16,3568
5,8100,85,11.0,38,96,1,71,1260
8,174,85,11.0,162,2,1,470,4143
10,2314,89,13.0,74,2,1,43,2381
10,7913,89,14.0,80,2,1,43,946
3,2,89,25.0,30,291,12,4,2904
10,2,89,13.0,29,2,1,20,9707
1,12564,89,16.0,77,263,1,182,337
5,1100,89,23.0,63,175,1,39,5693
3,2233,89,18.0,30,55,10,11,1135
3,25210,89,80.0,19,184,8,9,5702
5,16074,89,17.0,63,175,1,39,1463
5,25211,89,22.0,63,175,1,39,12365
5,349,89,20.0,63,175,1,39,440
1,25212,89,35.3634,42,140,1,16,4307
3,2,89,50.0,30,151,13,12,3920
3,25213,89,18.0,8,176,6,62,10902
1,2,89,35.3634,32,119,1,48,3109
1,25214,89,32.0,32,155,1,90,7182
1,2,89,21.0,42,186,1,201,466
3,18650,89,12.0,8,176,6,15,1356
1,2,89,35.3634,32,119,1,281,7352
10,18093,89,25.0,29,2,1,5,3733
1,2,89,40.0,32,59,1,48,4537
1,10914,89,43.0,42,77,1,201,1646
1,5923,89,45.0,42,77,1,16,331
1,25215,89,29.0,42,77,1,201,1106
5,2,89,15.0,63,189,1,39,11937
3,6272,89,42.0,8,187,1,47,1944
1,25216,89,15.0,32,120,1,240,799
5,3903,89,20.0,63,190,1,39,3017
10,2,89,10.0,75,2,1,43,394
3,103,89,16.0,30,288,10,4,8186
3,18836,90,85.0,8,17,4,5,2285
3,2,90,40.0,8,2,3,9,978
8,12023,90,30.0,151,2,1,15,2404
8,8671,90,19.0,43,2,1,20,2404
3,4668,90,62.0,8,76,4,5,1779
5,16245,90,31.0,76,272,1,20,10829
3,2671,90,25.0,3,3,2,5,554
3,1676,90,40.0,3,110,2,5,554
2,529,90,35.0,2,2,1,2,2520
3,2124,90,25.0,8,92,1,47,2655
3,2,90,40.0,8,210,14,11,1616
3,25217,90,45.0,8,52,4,70,1636
1,3436,90,35.0,42,77,1,107,200
1,14136,90,17.0,42,431,1,57,7651
3,4943,90,60.0,3,110,2,5,3905
4,1399,90,18.0,5,150,1,88,1958
4,174,90,23.0,5,150,1,88,5616
8,3595,90,25.0,150,2,1,36,975
3,25218,90,85.0,8,188,4,5,471
3,261,90,63.0,8,2,3,9,11320
3,1408,90,24.0,8,52,4,16,849
3,25219,90,30.0,3,3,2,11,13829
1,2,90,55.0,44,266,1,15,3039
3,25220,90,28.0,3,3,2,11,8642
3,2631,90,49.0,8,17,4,5,2285
3,2,90,40.0,8,92,1,70,2853
3,50,90,18.0,8,76,4,5,1191
3,25221,90,25.0,8,52,4,53,13830
3,2,90,135.0,8,408,14,9,599
3,2,90,135.0,8,408,14,169,599
3,1747,86,34.0,8,76,4,5,2257
9,25222,86,29.0,23,47,1,44,3800
3,4059,86,42.0,4,301,1,15,13308
3,19435,86,15.0,4,315,1,4,4146
1,25223,86,20.0,42,77,1,65,6408
3,2,86,13.0,8,179,1,5,2798
3,25224,86,26.0,4,315,1,30,7536
3,1093,86,14.0,4,301,1,4,1188
2,25225,86,9.0,47,2,1,2,2510
3,2,86,24.0,8,1128,17,11,13831
5,2,86,20.0,76,504,1,18,13832
1,2,86,16.0,42,77,1,65,13833
1,2,86,18.0,42,511,1,140,3289
1,2,86,35.3634,42,140,1,87,2822
1,2,86,25.0,42,140,1,87,245
11,25226,86,11.0,48,2,1,9,9637
3,25227,86,59.0,4,4,1,44,4312
3,1878,86,30.0,8,76,4,40,12988
3,25228,86,49.0,8,64,1,5,81
6,1640,86,15.0,9,2,1,4,4314
13,25229,86,30.0,50,2,1,16,1402
3,2,86,14.0,8,122,1,40,4604
3,2,86,75.0,8,2,3,9,2745
7,2,86,13.0,11,89,1,12,2836
4,13478,86,20.0,5,150,1,1,9908
1,2,86,15.0,42,140,1,87,9909
3,13480,86,26.0,4,315,1,43,9910
4,2,86,16.0,5,88,1,62,5471
1,2,86,24.0,42,511,1,74,2815
4,13481,86,17.0,56,113,1,15,5772
5,2,84,24.0,63,175,1,153,10947
3,2,84,20.0,8,39,9,5,12215
4,2,84,13.0,5,88,1,62,4398
5,2,84,35.3634,63,175,1,39,13834
5,21186,84,13.0,38,2,1,178,1226
3,9907,84,35.0,8,8,4,9,159
5,25230,84,13.0,63,175,1,39,13835
1,2,84,16.0,44,139,1,86,13836
1,2,84,25.0,44,856,1,86,6322
3,2,84,13.0,19,33,8,20,1586
3,2,84,22.0,8,52,4,9,999
4,2,84,35.3634,5,5,1,11,7376
5,25231,84,8.0,27,361,1,39,3567
4,631,84,13.0,5,150,1,13,3719
5,2,84,35.3634,38,242,1,1,13837
5,25232,84,10.0,38,242,1,432,11914
5,14905,84,18.0,63,702,1,39,9370
1,2,84,18.0,44,139,1,86,1693
7,25233,83,125.0,10,79,1,12,4290
3,3276,83,12.0,19,33,8,14,1883
7,38,83,10.0,11,11,1,59,13838
4,17619,83,24.0,5,2,1,39,11509
3,25234,83,60.0,8,60,4,40,6386
3,25235,83,25.0,8,39,9,39,13839
4,2,83,11.0,5,368,1,15,13840
4,3576,83,13.0,5,12,1,88,6953
5,2,83,35.3634,63,189,1,39,13841
4,25236,83,20.0,5,12,1,88,6378
4,25237,83,18.0,5,150,1,13,12220
3,17615,83,10.0,8,27,1,20,11507
10,2,88,13.0,29,2,1,203,7423
10,2,88,13.0,29,2,1,259,7423
5,10981,88,18.0,63,175,1,39,5693
5,2,88,16.0,63,127,1,39,11799
5,2,88,19.0,63,189,1,247,2981
5,18437,88,15.0,27,46,1,11,10837
1,2,88,21.0,32,120,1,240,6342
3,18438,88,30.0,8,2,3,5,7569
5,2,88,15.0,63,175,1,39,7325
5,18251,88,15.0,63,175,1,39,7893
3,2828,88,20.0,19,33,8,4,1199
10,22227,88,15.0,72,2,1,43,1390
10,6690,88,13.0,74,2,1,43,1390
1,25238,88,20.0,32,120,1,240,2944
12,25239,88,24.0,41,2,1,5,7063
3,25240,88,21.0,8,39,9,9,822
3,2,88,24.0,8,8,4,9,2164
3,18434,88,40.0,8,76,4,11,1482
3,15611,88,36.0,8,22,4,34,7504
1,18435,88,27.0,20,238,1,116,8334
5,18436,88,15.0,63,189,1,39,11798
5,1230,88,25.0,63,583,1,247,3111
7,8201,88,14.0,11,2,1,5,7277
1,25241,88,50.0,42,77,1,201,7667
1,14136,88,20.0,20,894,1,68,13842
7,3014,88,30.0,10,346,1,5,3077
3,18432,88,25.0,8,16,1,53,4735
1,2,88,13.0,42,322,1,87,11797
3,18433,88,28.0,8,36,1,94,6206
3,2,88,23.0,8,162,14,11,473
2,2,86,12.0,2,2,1,2,5926
3,2,86,47.0,3,3,2,5,13843
3,5983,86,18.0,8,256,11,39,5922
2,5984,86,38.0,36,2,1,2,5923
3,5985,86,35.0,3,385,5,9,5924
3,5990,86,36.0,8,217,1,34,2842
8,5991,86,18.0,169,2,1,12,975
3,2,86,10.0,8,39,9,87,958
2,5992,86,8.0,90,2,1,54,1285
5,2,86,35.3634,76,269,1,20,5927
8,5993,86,10.0,59,2,1,11,2104
5,25242,86,10.0,62,755,1,39,13844
2,23173,86,7.0,2,2,1,54,7355
2,6512,86,35.3634,254,2,1,2,1890
3,2,86,11.0,8,179,1,87,2798
1,25243,86,19.0,42,141,1,57,1099
8,6506,86,15.0,14,2,1,47,1583
3,10333,86,18.0,8,39,9,47,481
3,2,86,15.0,3,3,2,3,2601
3,23174,86,100.0,8,217,1,15,4387
2,23175,86,15.0,24,2,1,54,639
3,4932,86,40.0,8,95,1,15,278
1,25244,86,29.0,42,107,1,57,4305
4,6288,86,9.0,5,88,1,114,10270
3,2,86,15.0,8,9,1,4,1701
3,2,87,12.0,8,176,6,40,9741
1,2647,87,26.0,32,63,1,52,3231
9,856,87,30.0,23,47,1,67,9663
9,25245,87,25.0,23,47,1,67,1566
3,2,87,25.0,8,95,1,29,7624
4,174,87,30.0,5,150,1,13,2547
9,14938,87,22.0,64,991,1,67,10537
4,2,87,18.0,5,156,1,252,8020
4,2,87,8.0,5,473,1,39,3466
3,24956,87,18.0,8,39,9,9,1079
4,2,87,15.0,5,88,1,114,10270
3,2,87,16.0,8,52,4,40,3032
9,18738,87,20.0,23,47,1,67,8605
3,10435,87,29.0,30,157,13,39,392
9,2,87,25.0,23,47,1,67,3052
3,2,87,24.0,8,95,1,44,7624
1,16304,87,61.0,32,244,1,48,6340
3,25246,87,55.0,8,66,1,32,5625
1,2,87,20.0,32,193,1,102,13845
5,2,84,12.0,17,360,1,32,13846
5,2,84,11.0,17,31,1,27,7580
5,9400,84,28.0,17,257,1,32,13847
3,2,84,7.0,8,39,9,87,2717
8,1672,84,20.0,16,2,1,12,352
4,25247,84,12.0,37,359,1,106,3031
3,2415,84,24.0,8,39,9,15,7656
5,10058,84,19.0,27,412,1,45,2091
3,2,84,8.0,8,39,9,16,2121
5,3002,84,13.0,76,646,1,30,2921
5,25248,84,15.0,76,502,1,39,6312
5,25249,84,20.0,27,403,1,82,2136
3,2851,84,15.0,19,178,8,110,2925
8,174,84,14.0,43,2,1,20,843
5,13217,83,15.0,76,659,1,30,6312
5,2,83,14.0,17,257,1,32,13084
5,2,83,35.3634,17,439,1,32,2162
3,17,83,20.0,8,76,4,5,2854
5,25250,83,12.0,17,194,1,32,1453
4,212,83,10.0,56,128,1,82,4782
4,16493,83,11.0,56,128,1,82,11078
3,2,83,25.0,19,33,8,4,1531
4,25251,83,15.0,87,357,1,172,1506
5,2,83,35.3634,17,257,1,32,11531
5,4115,83,13.0,17,196,1,16,852
3,2008,83,40.0,8,228,17,47,879
3,2,83,22.0,8,66,1,5,3301
5,25252,83,12.0,76,787,1,15,6516
5,2,83,10.0,17,196,1,32,2428
8,3077,83,12.0,18,2,1,16,944
4,631,86,10.0,37,299,1,88,5291
5,2,86,12.0,62,566,1,39,13487
3,2,86,26.0,8,176,6,9,5643
3,10369,86,22.0,30,149,12,370,8470
3,25253,86,28.0,8,433,17,40,3970
3,2,86,20.0,30,291,12,30,979
8,2,86,10.0,69,2,1,20,5213
8,2,86,14.0,14,2,1,36,5233
3,25254,86,20.0,30,55,10,11,650
3,2,86,11.0,8,39,9,12,5207
3,2,86,11.0,8,39,9,40,5207
8,7033,86,12.0,18,2,1,36,3699
9,2869,86,13.0,86,423,1,168,560
2,2729,86,16.0,2,2,1,2,3316
4,17731,86,14.0,26,45,1,37,1986
8,174,86,12.0,25,2,1,36,1271
5,2,86,35.3634,17,641,1,32,4330
5,2,86,15.0,17,31,1,27,13848
3,25255,86,23.0,8,16,1,94,2333
2,2,86,35.3634,36,2,1,347,624
8,2,86,11.0,18,2,1,9,2637
3,7197,86,20.0,19,33,8,32,5007
8,3594,86,9.0,59,2,1,11,2104
1,2,86,35.0,28,356,1,15,13849
1,25256,86,35.3634,28,51,1,15,11927
3,2,86,17.0,30,149,12,30,8470
5,2,86,12.0,38,242,1,354,12650
5,2,86,11.0,38,242,1,20,8266
9,24175,86,10.0,86,423,1,9,801
3,12678,85,40.0,19,178,8,9,1593
10,2,85,13.0,74,2,1,39,1745
1,25257,85,68.0,32,63,1,52,1970
3,25258,85,58.0,8,16,1,61,1568
8,7835,85,11.0,18,2,1,20,353
8,7676,85,12.0,43,2,1,20,6757
5,25259,85,12.0,17,311,1,39,688
3,2,85,13.0,8,179,1,3,13374
3,2,85,30.0,19,148,8,47,13144
1,2,85,35.0,32,226,1,48,810
8,2,85,14.0,14,2,1,9,5233
3,5392,85,38.0,19,184,8,12,1339
3,304,85,18.0,19,33,8,88,1339
5,2,85,12.0,38,242,1,20,12650
5,25260,85,22.0,17,194,1,32,13850
3,25261,85,20.0,8,76,4,20,3394
8,6506,85,15.0,31,2,1,20,1583
8,2,85,35.3634,39,2,1,5,272
3,24358,85,35.0,8,256,11,40,6141
10,55,85,17.0,73,2,1,39,3447
1,2,85,60.0,32,59,1,48,10603
10,25262,85,13.0,74,2,1,92,369
10,2,85,35.3634,74,2,1,20,1393
3,19341,85,16.0,19,184,8,15,12057
10,19339,85,12.0,81,2,1,211,506
5,2,87,40.0,22,541,1,11,2347
1,2138,87,75.0,77,159,1,82,2678
5,41,87,35.3634,21,35,1,31,4851
3,5596,87,35.0,8,76,4,5,388
1,41,87,31.0,77,159,1,82,2207
3,2,87,15.0,8,32,7,9,9545
3,25263,87,25.0,8,770,1,20,4491
1,25264,87,41.0,77,159,1,11,2268
3,2,87,28.0,8,76,4,5,4593
1,10421,87,22.0,32,63,1,52,5078
3,7015,87,25.0,8,2,3,9,1860
1,41,87,25.0,77,159,1,107,6429
5,2169,87,36.0,21,35,1,31,4817
3,2,87,25.0,8,8,4,20,4628
2,25265,87,35.3634,2,2,1,54,858
5,10758,87,17.0,63,175,1,53,3567
5,19863,87,14.0,63,189,1,39,3567
1,10972,87,47.0,77,159,1,11,2204
1,41,87,55.0,77,159,1,82,2204
3,47,87,26.0,8,104,1,11,2620
3,2,87,29.0,8,100,4,20,2733
8,174,87,13.0,43,2,1,20,980
1,18688,87,25.0,28,51,1,15,4565
3,5378,87,48.0,8,2,3,32,1759
5,6164,87,90.0,21,35,1,31,6061
6,6165,87,51.0,159,2,1,243,2690
3,25266,87,22.0,8,39,9,82,1548
5,1230,87,15.0,17,339,1,32,13851
5,2,87,12.0,17,194,1,32,13852
5,2,87,20.0,17,147,1,32,6297
3,1408,85,12.0,8,39,9,11,849
3,2,85,10.0,19,197,16,11,2901
3,25267,85,10.0,8,9,1,20,6285
3,2,84,10.0,8,32,7,16,6621
3,2,84,19.0,19,33,8,9,9366
3,25268,84,29.0,19,178,8,9,2861
3,2,84,9.0,19,178,8,3,723
3,2,84,18.0,19,178,8,601,2861
3,2,83,10.0,8,39,9,16,11651
3,2,83,9.0,19,178,8,8,3273
3,2,83,7.0,19,33,8,1,2861
3,2,82,18.0,8,36,1,16,5547
3,2,82,7.0,8,39,9,11,2833
3,2,82,9.0,8,317,6,16,13853
3,2,82,11.0,19,178,8,11,3273
3,2,81,9.0,19,178,8,18,3273
3,25269,81,13.0,8,179,1,16,15
3,2,81,9.0,19,178,8,110,3273
3,2,96,60.0,8,2,3,9,13854
3,2,95,125.0,8,211,3,9,11902
3,2,95,50.0,8,303,3,9,1232
3,21102,94,65.0,8,2,3,32,7601
3,2,87,32.0,8,17,4,5,6251
3,2,86,19.0,85,2,1,4,9794
1,2,86,40.0,28,84,1,15,13855
3,2,86,17.0,8,9,1,5,745
4,2,86,9.0,37,299,1,88,10358
1,2,86,35.3634,28,70,1,15,13856
3,25270,86,82.0,8,2,3,9,9120
4,2,86,12.0,26,353,1,1,1424
16,1624,86,7.0,226,2,1,69,279
3,9399,86,16.0,8,66,1,5,905
3,2,86,16.0,8,39,9,5,5435
4,2,86,10.0,5,473,1,157,8852
3,2,86,40.0,8,2,3,11,4656
3,25271,86,46.0,8,191,11,32,2558
5,1682,86,30.0,76,269,1,20,13857
3,264,86,40.0,8,76,4,5,4771
3,2,86,26.0,8,2,3,15,13858
4,25272,86,10.0,5,368,1,157,13859
5,2,86,20.0,22,597,1,11,6321
3,17163,86,42.0,8,76,4,5,11065
5,2,86,22.0,76,269,1,5,13860
5,2,86,15.0,76,341,1,20,13861
5,25273,86,20.0,76,271,1,20,13862
3,25274,86,12.0,85,2,1,3,4264
3,636,86,32.0,8,260,7,12,827
4,25275,86,20.0,5,12,1,421,13863
5,25276,86,25.0,27,358,1,253,9644
1,2,86,30.0,28,71,1,29,11306
3,27,86,38.0,8,217,1,88,375
5,2,86,20.0,22,597,1,11,7418
5,25277,89,120.0,49,349,1,94,3120
3,3267,89,30.0,30,55,10,31,1323
1,2,89,26.0,32,119,1,48,1966
12,2,89,14.0,41,2,1,20,6965
1,2,89,17.0,28,70,1,15,10429
1,25278,89,25.0,28,70,1,29,10189
3,25279,89,28.0,19,33,8,15,4222
3,19914,89,35.0,19,33,8,32,1774
5,243,89,22.0,13,663,1,19,13864
1,2,89,21.0,28,241,1,29,8268
1,12736,89,35.0,28,356,1,15,5757
1,25280,89,35.0,32,119,1,48,6740
1,25281,89,32.0,32,244,1,48,8297
5,2,89,22.0,13,364,1,19,38
3,2181,89,20.0,19,33,8,9,1999
3,18385,89,36.0,19,148,8,15,510
1,2,89,30.0,28,241,1,29,13119
8,25282,89,30.0,43,2,1,47,340
8,25283,89,45.0,224,2,1,9,5436
3,2,89,28.0,8,176,6,40,2665
3,2,89,14.0,19,33,8,15,2753
3,25284,89,28.0,19,152,8,53,380
3,25285,89,42.0,19,184,8,25,1702
3,25286,89,22.0,19,33,8,32,4201
3,25287,89,18.0,8,260,7,39,3133
5,243,89,15.0,49,195,1,39,4784
5,230,89,16.0,38,72,1,178,3684
3,25288,89,24.0,19,184,8,9,1702
8,16029,89,30.0,14,2,1,9,10930
3,2,89,24.0,19,197,16,15,7826
5,25289,89,28.0,6,7,1,5,8696
3,2,89,14.0,8,122,1,9,7372
3,25290,89,80.0,8,2,3,9,1842
3,11683,89,50.0,3,183,2,5,5631
3,25291,89,35.0,8,20,6,165,752
4,631,89,13.0,5,150,1,88,13865
9,2,89,14.0,64,1026,1,69,3543
1,18022,89,30.0,15,374,1,121,5632
1,2,89,16.0,15,1025,1,156,5632
5,25292,89,23.0,6,7,1,51,6299
4,3272,89,80.0,5,150,1,157,4405
3,2,89,25.0,3,3,2,11,675
4,2,89,65.0,5,12,1,262,3657
3,2,89,25.0,8,176,6,52,3764
1,2,89,35.3634,1,1,1,42,7945
3,2651,89,22.0,8,274,1,20,1036
5,1485,89,14.0,6,7,1,50,3429
5,243,89,13.0,6,7,1,120,3429
3,167,89,32.0,8,404,17,11,11656
1,5409,89,15.0,1,15,1,28,867
5,2,89,15.0,62,252,1,39,11342
30,18023,89,25.0,194,2,1,9,3891
4,174,89,23.0,5,150,1,88,10860
5,4506,89,35.3634,22,246,1,5,9803
5,18024,89,37.0,22,822,1,5,11655
3,6527,89,28.0,8,191,11,15,2795
8,18025,89,235.0,39,2,1,36,1572
1,18026,89,60.0,15,374,1,121,1094
3,18027,89,25.0,8,16,1,16,2124
9,18028,89,35.0,64,509,1,4,4386
3,4108,92,75.0,8,67,1,32,3084
3,27,92,28.0,3,44,2,11,3221
3,25293,92,18.0,8,39,9,15,3299
2,174,92,25.0,2,2,1,2,12803
5,2,92,53.0,17,166,1,32,13866
5,2,92,35.3634,17,236,1,32,7252
2,8531,92,30.0,2,2,1,2,3316
2,174,92,25.0,90,2,1,35,2760
3,6397,92,52.0,8,319,3,40,2261
3,25294,92,65.0,3,110,2,5,2528
3,20224,92,29.0,8,16,1,40,527
3,25295,92,60.0,19,148,8,47,4098
3,25296,92,60.0,19,33,8,70,4098
3,25297,92,90.0,8,303,3,15,578
7,25298,92,100.0,11,11,1,181,10655
3,2,92,25.0,8,92,1,15,7607
3,7879,92,30.0,8,101,11,40,2303
9,25299,92,45.0,23,99,1,9,4986
5,25300,92,30.0,17,236,1,32,13867
3,47,92,23.0,3,3,1,3,542
3,2,92,38.0,8,64,1,5,947
3,6799,92,50.0,3,3,2,5,154
3,24817,92,145.0,8,2,3,9,13
2,25301,92,32.0,90,2,1,2,2295
9,12193,92,25.0,64,509,1,67,5122
1,6921,92,30.0,77,395,1,48,6560
3,25302,92,32.0,8,16,1,261,2087
3,17100,92,30.0,19,33,8,32,1203
2,25303,92,45.0,47,2,1,2,3352
6,25304,92,28.0,9,2,1,4,5245
3,2,89,50.0,8,23,4,9,13868
7,25305,89,18.0,11,11,1,12,1502
13,25306,89,30.0,50,2,1,15,4428
3,17163,89,48.0,8,76,4,40,9821
9,2,89,17.0,23,372,1,9,10289
3,8520,89,40.0,8,52,4,53,2910
1,20636,89,25.0,28,70,1,15,10192
3,2,89,20.0,8,78,1,88,7734
